100,477,
VM,I,F,N,CPU,Memory,Links
183,37,75,4,2,4,1,
184,37,86,16,4,16,1,
185,37,7,16,8,16,1,
186,38,38,122,4,122,1,
187,38,38,32,8,32,1,
188,38,38,8,2,8,1,
189,38,38,64,16,64,1,
190,38,38,244,8,244,1,
191,39,39,244,8,244,1,
192,39,39,192,48,192,1,
193,39,39,32,8,32,1,
194,39,39,192,48,192,1,
195,40,25,72,36,72,1,
196,40,25,8,2,8,1,
197,40,40,192,48,192,1,
198,40,25,16,4,16,1,
199,41,27,4,2,4,1,
200,41,59,244,8,244,1,
201,41,27,8,2,8,1,
202,41,77,32,8,32,1,
203,41,27,122,16,122,1,
204,42,42,64,16,64,1,
205,42,42,8,2,8,1,
206,42,42,122,16,122,1,
207,42,42,32,8,32,1,
208,43,43,16,8,16,1,
209,43,43,16,4,16,1,
210,43,98,4,2,4,1,
211,43,43,16,8,16,1,
212,43,69,4,2,4,1,
213,43,59,8,2,8,1,
214,43,97,8,2,8,1,
215,43,43,32,8,32,1,
216,43,43,32,8,32,1,
217,43,43,8,4,8,1,
218,44,44,16,4,16,1,
219,44,44,64,16,64,1,
220,44,44,8,4,8,1,
221,45,45,16,8,16,1,
222,45,45,16,4,16,1,
223,45,45,16,4,16,1,
224,45,45,16,8,16,1,
225,46,46,8,4,8,1,
226,46,46,488,16,488,1,
227,47,47,16,4,16,1,
228,47,47,122,4,122,1,
229,47,47,8,4,8,1,
230,47,47,8,4,8,1,
231,47,47,64,16,64,1,
232,48,48,122,4,122,1,
233,49,49,8,2,8,1,
234,49,49,72,36,72,1,
235,49,49,122,16,122,1,
236,49,49,488,16,488,1,
237,50,50,72,36,72,1,
238,50,50,64,16,64,1,
239,51,51,8,2,8,1,
240,51,51,4,2,4,1,
241,51,51,16,4,16,1,
242,51,51,8,2,8,1,
243,51,51,8,4,8,1,
244,51,51,4,2,4,1,
245,51,51,8,2,8,1,
246,51,51,4,2,4,1,
247,51,51,16,8,16,1,
248,52,52,8,4,8,1,
249,52,52,64,16,64,1,
250,52,52,32,8,32,1,
251,53,53,16,4,16,1,
252,53,53,122,16,122,1,
253,53,53,244,8,244,1,
254,53,53,122,4,122,1,
255,54,54,64,16,64,1,
256,54,54,122,4,122,1,
257,54,54,16,4,16,1,
258,54,54,8,4,8,1,
259,54,54,16,4,16,1,
260,54,54,4,2,4,1,
261,54,54,32,8,32,1,
262,54,54,122,4,122,1,
263,54,54,16,4,16,1,
264,54,54,16,4,16,1,
265,54,54,32,8,32,1,
266,54,54,8,4,8,1,
267,54,54,8,4,8,1,
268,54,54,16,4,16,1,
269,54,54,72,36,72,1,
270,55,55,4,2,4,1,
271,55,55,122,16,122,1,
272,55,55,4,2,4,1,
273,55,55,122,4,122,1,
274,55,55,4,2,4,1,
275,55,55,4,2,4,1,
276,55,55,8,2,8,1,
277,55,55,8,2,8,1,
278,55,55,16,4,16,1,
279,55,55,16,8,16,1,
280,55,55,122,16,122,1,
281,55,55,122,4,122,1,
282,55,55,8,4,8,1,
283,55,55,4,2,4,1,
284,55,55,4,2,4,1,
285,55,55,122,16,122,1,
286,56,56,4,2,4,1,
287,56,56,122,4,122,1,
288,56,56,32,8,32,1,
289,56,56,244,8,244,1,
290,56,56,32,8,32,1,
291,56,56,32,8,32,1,
292,56,56,122,4,122,1,
293,56,56,122,16,122,1,
294,57,57,16,8,16,1,
295,57,57,8,2,8,1,
296,57,57,488,16,488,1,
297,58,58,244,8,244,1,
298,58,58,32,8,32,1,
299,58,58,488,16,488,1,
300,59,59,16,4,16,1,
301,59,59,16,8,16,1,
302,59,59,32,8,32,1,
303,59,59,192,48,192,1,
304,60,60,64,16,64,1,
305,60,60,16,4,16,1,
306,60,60,16,4,16,1,
307,61,61,488,16,488,1,
308,62,62,122,4,122,1,
309,62,62,488,16,488,1,
310,62,62,72,36,72,1,
311,63,63,32,8,32,1,
312,63,63,16,8,16,1,
313,63,63,8,2,8,1,
314,63,63,8,4,8,1,
315,63,63,8,2,8,1,
316,64,64,8,4,8,1,
317,64,64,8,2,8,1,
318,64,64,32,8,32,1,
319,64,64,8,4,8,1,
320,64,64,32,8,32,1,
321,65,65,244,8,244,1,
322,65,65,488,16,488,1,
323,66,66,16,4,16,1,
324,66,66,488,16,488,1,
325,67,67,488,16,488,1,
326,67,67,244,8,244,1,
327,68,16,72,36,72,1,
328,68,16,8,2,8,1,
329,68,44,8,4,8,1,
330,68,98,32,8,32,1,
331,68,68,488,16,488,1,
332,68,77,16,8,16,1,
333,69,69,64,16,64,1,
334,69,69,122,16,122,1,
335,69,69,16,8,16,1,
336,69,69,8,2,8,1,
337,70,70,16,4,16,1,
338,70,70,64,16,64,1,
339,70,70,122,4,122,1,
340,70,70,32,8,32,1,
341,71,71,4,2,4,1,
342,71,71,122,4,122,1,
343,72,72,32,8,32,1,
344,72,72,64,16,64,1,
345,73,73,256,64,256,1,
346,73,73,16,4,16,1,
347,73,73,8,4,8,1,
348,73,73,122,16,122,1,
349,73,73,64,16,64,1,
350,74,74,8,2,8,1,
351,74,74,8,4,8,1,
352,74,74,4,2,4,1,
353,74,74,4,2,4,1,
354,74,74,16,4,16,1,
355,74,74,16,4,16,1,
356,74,74,32,8,32,1,
357,75,75,32,8,32,1,
358,75,75,4,2,4,1,
359,75,75,16,4,16,1,
360,75,75,32,8,32,1,
361,75,75,16,4,16,1,
362,76,76,192,48,192,1,
363,76,76,32,8,32,1,
364,76,76,244,8,244,1,
365,76,76,16,4,16,1,
366,76,76,4,2,4,1,
367,76,76,72,36,72,1,
368,77,77,32,8,32,1,
369,77,77,64,16,64,1,
370,77,77,244,8,244,1,
371,77,77,64,16,64,1,
372,77,77,8,4,8,1,
373,78,78,16,8,16,1,
374,78,78,8,2,8,1,
375,78,78,16,4,16,1,
376,78,78,8,4,8,1,
377,78,78,8,4,8,1,
378,78,78,16,4,16,1,
379,79,73,122,4,122,1,
380,79,18,16,4,16,1,
381,79,79,488,16,488,1,
382,80,80,122,16,122,1,
383,80,80,16,8,16,1,
384,80,80,16,8,16,1,
385,80,80,16,4,16,1,
386,80,80,16,8,16,1,
387,80,23,4,2,4,1,
388,81,81,122,16,122,1,
389,81,81,72,36,72,1,
390,82,82,244,8,244,1,
391,82,24,16,4,16,1,
392,82,67,32,8,32,1,
393,82,82,72,36,72,1,
394,82,82,16,8,16,1,
395,83,83,122,16,122,1,
396,84,69,32,8,32,1,
397,84,69,8,2,8,1,
398,84,24,122,4,122,1,
399,84,97,122,16,122,1,
400,84,97,8,2,8,1,
401,84,19,122,16,122,1,
402,85,85,16,4,16,1,
403,85,85,64,16,64,1,
404,85,48,4,2,4,1,
405,85,85,16,8,16,1,
406,85,85,32,8,32,1,
407,85,85,32,8,32,1,
408,86,86,16,8,16,1,
409,86,86,8,4,8,1,
410,86,86,4,2,4,1,
411,86,86,16,4,16,1,
412,86,86,4,2,4,1,
413,86,86,122,16,122,1,
414,86,86,64,16,64,1,
415,87,87,72,36,72,1,
416,87,87,16,4,16,1,
417,87,87,64,16,64,1,
418,88,88,8,2,8,1,
419,88,88,16,4,16,1,
420,88,88,122,4,122,1,
421,88,88,16,8,16,1,
422,88,88,64,16,64,1,
423,88,88,72,36,72,1,
424,89,89,8,2,8,1,
425,89,89,16,8,16,1,
426,89,89,32,8,32,1,
427,89,89,16,4,16,1,
428,89,89,16,4,16,1,
429,90,90,16,8,16,1,
430,90,90,256,64,256,1,
431,90,90,4,2,4,1,
432,90,90,488,16,488,1,
433,91,91,122,4,122,1,
434,91,91,8,2,8,1,
435,91,91,72,36,72,1,
436,91,91,16,8,16,1,
437,92,92,16,8,16,1,
438,92,92,4,2,4,1,
439,92,92,16,4,16,1,
440,92,92,16,4,16,1,
441,92,92,16,4,16,1,
442,92,92,8,4,8,1,
443,93,93,122,4,122,1,
444,93,93,64,16,64,1,
445,93,93,64,16,64,1,
446,93,93,64,16,64,1,
447,93,77,8,2,8,1,
448,93,93,32,8,32,1,
449,93,93,16,4,16,1,
450,94,94,122,4,122,1,
451,94,94,8,2,8,1,
452,94,94,64,16,64,1,
453,94,94,32,8,32,1,
454,95,95,122,4,122,1,
455,96,96,64,16,64,1,
456,96,96,4,2,4,1,
457,96,96,8,2,8,1,
458,96,96,16,4,16,1,
459,97,97,64,16,64,1,
460,97,97,16,4,16,1,
461,97,97,256,64,256,1,
462,97,97,244,8,244,1,
463,98,98,32,8,32,1,
464,98,98,64,16,64,1,
465,98,98,122,4,122,1,
466,99,99,16,8,16,1,
467,99,99,16,4,16,1,
468,99,99,16,8,16,1,
469,99,99,8,4,8,1,
470,100,100,122,16,122,1,
471,100,100,32,8,32,1,
472,100,100,16,8,16,1,
473,100,100,8,4,8,1,
474,100,100,8,4,8,1,
475,100,100,244,8,244,1,
476,100,100,72,36,72,1,
477,100,100,244,8,244,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,56,8,8,256,46,46,
2,56,4,0,256,14,6,
3,28,4,12,128,68,88,
4,28,2,2,128,60,60,
5,28,2,2,128,44,44,
6,112,20,24,768,422,430,
7,112,8,0,768,106,90,
8,28,4,4,128,48,48,
9,112,64,66,768,98,102,
10,56,48,42,256,12,0,
11,112,78,78,768,8,8,
12,78,22,54,512,92,204,
13,28,24,24,128,6,6,
14,56,10,20,256,88,112,
15,78,38,38,512,42,42,
16,78,38,0,512,82,2,
17,78,8,8,512,130,130,
18,28,4,0,128,40,24,
19,112,32,12,768,130,0,
20,78,10,10,512,46,46,
21,112,76,76,768,36,36,
22,112,16,18,768,102,106,
23,56,2,0,256,112,108,
24,112,8,0,768,212,74,
25,78,50,8,512,98,2,
26,56,10,20,256,164,184,
27,112,22,0,768,202,60,
28,78,2,2,512,224,224,
29,56,48,48,256,12,12,
30,28,4,0,128,48,40,
31,56,8,8,256,80,80,
32,56,8,8,256,72,72,
33,28,2,2,128,40,40,
34,28,2,0,128,48,40,
35,112,6,6,768,228,228,
36,78,4,4,512,36,36,
37,56,18,56,256,46,256,
38,78,40,40,512,42,42,
39,112,0,0,768,108,108,
40,112,22,64,768,480,576,
41,78,42,78,512,102,512,
42,56,14,0,256,30,2,
43,56,8,16,256,112,136,
44,28,4,0,128,40,32,
45,28,4,4,128,64,64,
46,78,58,58,512,16,16,
47,56,24,24,256,38,38,
48,28,24,22,128,6,2,
49,112,42,42,768,78,78,
50,56,4,4,256,120,120,
51,28,0,0,128,52,52,
52,28,0,0,128,24,24,
53,78,46,42,512,8,0,
54,112,2,0,768,216,212,
55,112,24,2,768,78,2,
56,112,54,54,768,58,58,
57,78,52,52,512,0,0,
58,112,80,78,768,4,0,
59,78,10,0,512,256,4,
60,28,4,4,128,32,32,
61,78,62,62,512,24,24,
62,112,56,56,768,86,86,
63,28,4,4,128,56,56,
64,28,2,0,128,40,32,
65,112,88,88,768,36,36,
66,78,58,58,512,8,8,
67,112,88,78,768,36,0,
68,112,38,96,768,144,280,
69,56,14,2,256,46,2,
70,56,24,24,256,22,22,
71,28,22,22,128,2,2,
72,28,4,4,128,32,32,
73,112,8,0,768,302,58,
74,28,2,2,128,40,40,
75,28,2,0,128,28,24,
76,112,6,6,768,208,208,
77,78,26,0,512,100,12,
78,28,2,0,128,56,52,
79,112,88,96,768,142,280,
80,56,10,12,256,66,70,
81,56,4,4,256,62,62,
82,78,14,26,512,132,180,
83,28,12,12,128,6,6,
84,78,30,78,512,98,512,
85,56,10,12,256,92,96,
86,56,4,0,256,22,6,
87,56,0,0,256,104,104,
88,78,8,8,512,214,214,
89,28,2,2,128,40,40,
90,112,22,22,768,4,4,
91,56,6,6,256,38,38,
92,28,2,2,128,52,52,
93,78,12,14,512,142,150,
94,56,26,26,256,30,30,
95,28,24,24,128,6,6,
96,28,4,0,128,36,20,
97,112,20,0,768,188,50,
98,56,28,18,256,38,2,
99,28,4,0,128,72,64,
100,112,20,20,768,22,22,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
