50,253,
VM,I,F,N,CPU,Memory,Links
85,17,48,8,2,8,1,
86,17,11,32,8,32,1,
87,17,19,16,4,16,1,
88,17,5,16,4,16,1,
89,18,16,122,4,122,1,
90,19,46,192,48,192,1,
91,19,23,72,36,72,1,
92,19,19,488,16,488,1,
93,20,5,4,2,4,1,
94,20,15,32,8,32,1,
95,20,49,64,16,64,1,
96,21,50,256,64,256,1,
97,21,2,16,8,16,1,
98,21,31,244,8,244,1,
99,21,29,8,2,8,1,
100,21,35,122,4,122,1,
101,22,2,8,2,8,1,
102,22,4,8,4,8,1,
103,22,14,16,4,16,1,
104,22,4,16,4,16,1,
105,22,5,8,4,8,1,
106,22,9,4,2,4,1,
107,22,5,16,4,16,1,
108,23,6,4,2,4,1,
109,23,39,244,8,244,1,
110,23,27,122,4,122,1,
111,23,21,244,8,244,1,
112,23,16,122,16,122,1,
113,24,6,122,16,122,1,
114,24,16,16,4,16,1,
115,24,4,32,8,32,1,
116,24,2,16,8,16,1,
117,24,13,8,4,8,1,
118,24,43,72,36,72,1,
119,25,23,72,36,72,1,
120,25,11,8,4,8,1,
121,25,46,244,8,244,1,
122,25,44,192,48,192,1,
123,26,29,8,2,8,1,
124,26,6,16,8,16,1,
125,26,12,8,2,8,1,
126,26,2,32,8,32,1,
127,26,2,8,2,8,1,
128,26,2,8,4,8,1,
129,27,34,122,4,122,1,
130,28,10,16,8,16,1,
131,28,5,8,4,8,1,
132,28,4,16,4,16,1,
133,28,34,72,36,72,1,
134,29,8,8,4,8,1,
135,29,24,122,16,122,1,
136,29,44,16,4,16,1,
137,29,10,4,2,4,1,
138,29,2,8,4,8,1,
139,29,7,8,4,8,1,
140,29,7,16,4,16,1,
141,29,4,4,2,4,1,
142,29,16,32,8,32,1,
143,30,14,16,8,16,1,
144,30,25,32,8,32,1,
145,30,6,8,4,8,1,
146,30,14,4,2,4,1,
147,30,29,8,2,8,1,
148,31,5,8,2,8,1,
149,31,33,244,8,244,1,
150,31,31,256,64,256,1,
151,32,25,122,4,122,1,
152,33,37,122,16,122,1,
153,33,29,72,36,72,1,
154,33,49,16,8,16,1,
155,33,38,244,8,244,1,
156,33,2,244,8,244,1,
157,34,16,122,4,122,1,
158,34,44,16,4,16,1,
159,34,11,16,4,16,1,
160,34,34,8,4,8,1,
161,34,6,16,8,16,1,
162,34,4,8,2,8,1,
163,34,21,122,4,122,1,
164,34,21,16,8,16,1,
165,34,19,16,4,16,1,
166,34,8,32,8,32,1,
167,34,2,16,4,16,1,
168,34,39,122,16,122,1,
169,35,2,4,2,4,1,
170,35,3,8,4,8,1,
171,35,29,4,2,4,1,
172,35,48,64,16,64,1,
173,36,19,72,36,72,1,
174,36,11,4,2,4,1,
175,36,11,192,48,192,1,
176,36,9,4,2,4,1,
177,36,17,122,4,122,1,
178,37,9,16,4,16,1,
179,37,11,8,4,8,1,
180,37,2,16,4,16,1,
181,37,2,4,2,4,1,
182,37,9,16,8,16,1,
183,37,9,4,2,4,1,
184,37,4,8,2,8,1,
185,37,16,8,2,8,1,
186,37,2,4,2,4,1,
187,37,33,16,8,16,1,
188,37,12,8,2,8,1,
189,37,21,64,16,64,1,
190,38,21,192,48,192,1,
191,38,7,32,8,32,1,
192,38,5,4,2,4,1,
193,38,8,16,8,16,1,
194,39,25,122,4,122,1,
195,39,21,8,4,8,1,
196,39,25,122,4,122,1,
197,39,4,64,16,64,1,
198,39,2,16,4,16,1,
199,39,16,8,2,8,1,
200,39,24,32,8,32,1,
201,39,18,122,4,122,1,
202,39,45,192,48,192,1,
203,40,12,32,8,32,1,
204,40,40,256,64,256,1,
205,40,4,4,2,4,1,
206,40,34,122,16,122,1,
207,41,29,122,4,122,1,
208,42,11,122,4,122,1,
209,43,23,244,8,244,1,
210,44,10,122,4,122,1,
211,44,8,16,8,16,1,
212,44,7,16,4,16,1,
213,44,14,32,8,32,1,
214,44,7,8,2,8,1,
215,44,9,16,8,16,1,
216,44,23,122,16,122,1,
217,44,6,4,2,4,1,
218,44,7,8,4,8,1,
219,44,48,8,2,8,1,
220,44,33,122,4,122,1,
221,45,29,8,2,8,1,
222,45,39,72,36,72,1,
223,45,48,8,4,8,1,
224,45,8,16,4,16,1,
225,45,34,8,2,8,1,
226,45,37,122,16,122,1,
227,45,45,488,16,488,1,
228,46,33,72,36,72,1,
229,46,48,8,2,8,1,
230,46,2,8,2,8,1,
231,46,17,32,8,32,1,
232,46,7,16,8,16,1,
233,46,36,192,48,192,1,
234,47,9,4,2,4,1,
235,47,36,122,16,122,1,
236,47,2,122,16,122,1,
237,47,8,16,8,16,1,
238,47,7,122,16,122,1,
239,47,13,16,4,16,1,
240,47,24,32,8,32,1,
241,48,19,64,16,64,1,
242,48,8,16,4,16,1,
243,48,2,8,4,8,1,
244,49,8,16,4,16,1,
245,49,12,32,8,32,1,
246,49,2,4,2,4,1,
247,49,16,16,4,16,1,
248,49,3,8,2,8,1,
249,49,4,4,2,4,1,
250,49,46,16,4,16,1,
251,50,14,64,16,64,1,
252,50,45,72,36,72,1,
253,50,32,122,16,122,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,112,18,104,768,480,524,
2,112,62,0,768,66,52,
3,112,28,24,768,8,0,
4,78,12,4,512,108,236,
5,28,4,0,128,32,40,
6,56,4,0,256,120,42,
7,78,26,4,512,42,214,
8,78,12,0,512,52,64,
9,56,10,0,256,84,108,
10,56,48,10,256,12,2,
11,78,48,0,512,16,122,
12,28,4,0,128,32,32,
13,28,2,4,128,64,40,
14,56,6,14,256,96,2,
15,112,66,20,768,122,48,
16,112,12,0,768,88,80,
17,56,14,18,256,46,2,
18,28,24,24,128,6,6,
19,112,12,0,768,16,40,
20,28,2,28,128,28,128,
21,112,26,0,768,122,26,
22,28,4,12,128,52,64,
23,112,74,0,768,32,136,
24,78,2,22,512,246,18,
25,112,16,80,768,252,4,
26,28,2,28,128,48,128,
27,28,24,24,128,6,6,
28,56,4,56,256,144,256,
29,56,8,0,256,38,6,
30,28,4,28,128,60,128,
31,78,4,6,512,4,12,
32,28,24,12,128,6,6,
33,112,36,4,768,70,0,
34,78,8,0,512,2,58,
35,28,4,24,128,48,6,
36,112,20,24,768,374,88,
37,56,0,24,256,84,12,
38,78,12,38,512,268,24,
39,112,18,36,768,82,208,
40,112,22,48,768,354,512,
41,28,24,28,128,6,128,
42,28,24,28,128,6,128,
43,56,48,20,256,12,184,
44,78,16,2,512,38,0,
45,112,32,12,768,46,16,
46,112,8,0,768,440,2,
47,78,8,78,512,78,512,
48,28,4,0,128,40,24,
49,28,2,0,128,32,32,
50,78,10,14,512,254,256,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
