50,214,
VM,I,F,N,CPU,Memory,Links
68,16,22,16,8,16,1,
69,16,22,4,2,4,1,
70,16,11,16,8,16,1,
71,17,17,64,16,64,1,
72,17,17,256,64,256,1,
73,18,18,32,8,32,1,
74,18,11,4,2,4,1,
75,18,11,4,2,4,1,
76,18,18,32,8,32,1,
77,19,19,16,4,16,1,
78,19,19,64,16,64,1,
79,20,20,16,8,16,1,
80,20,20,16,8,16,1,
81,20,20,4,2,4,1,
82,21,21,488,16,488,1,
83,22,22,64,16,64,1,
84,22,22,8,2,8,1,
85,23,23,122,16,122,1,
86,23,23,16,4,16,1,
87,23,23,4,2,4,1,
88,23,23,122,16,122,1,
89,23,23,192,48,192,1,
90,24,24,122,4,122,1,
91,24,24,32,8,32,1,
92,24,24,4,2,4,1,
93,24,24,244,8,244,1,
94,25,25,8,4,8,1,
95,25,25,64,16,64,1,
96,25,25,32,8,32,1,
97,25,25,8,4,8,1,
98,25,25,64,16,64,1,
99,26,26,32,8,32,1,
100,26,26,16,8,16,1,
101,26,26,16,4,16,1,
102,26,26,122,16,122,1,
103,27,25,16,4,16,1,
104,27,7,8,4,8,1,
105,27,25,4,2,4,1,
106,27,27,64,16,64,1,
107,27,25,32,8,32,1,
108,27,27,32,8,32,1,
109,27,43,122,16,122,1,
110,27,30,8,4,8,1,
111,27,30,244,8,244,1,
112,28,28,16,8,16,1,
113,28,28,122,16,122,1,
114,28,28,16,8,16,1,
115,28,28,244,8,244,1,
116,29,29,16,8,16,1,
117,29,29,4,2,4,1,
118,29,29,64,16,64,1,
119,29,29,16,4,16,1,
120,29,29,16,8,16,1,
121,30,30,64,16,64,1,
122,30,30,4,2,4,1,
123,30,30,16,4,16,1,
124,30,30,16,8,16,1,
125,30,30,192,48,192,1,
126,31,31,32,8,32,1,
127,31,31,8,4,8,1,
128,31,31,8,2,8,1,
129,31,31,32,8,32,1,
130,32,32,244,8,244,1,
131,32,32,4,2,4,1,
132,32,32,72,36,72,1,
133,33,33,16,4,16,1,
134,33,33,8,4,8,1,
135,33,33,8,4,8,1,
136,33,33,8,2,8,1,
137,33,33,32,8,32,1,
138,34,25,122,16,122,1,
139,34,14,16,8,16,1,
140,34,14,8,4,8,1,
141,34,14,8,4,8,1,
142,35,35,4,2,4,1,
143,35,35,8,2,8,1,
144,35,35,72,36,72,1,
145,36,36,256,64,256,1,
146,36,36,4,2,4,1,
147,36,36,16,8,16,1,
148,37,43,16,4,16,1,
149,37,43,8,4,8,1,
150,37,43,4,2,4,1,
151,37,43,4,2,4,1,
152,37,43,4,2,4,1,
153,37,43,16,4,16,1,
154,38,38,8,4,8,1,
155,38,38,4,2,4,1,
156,38,38,16,4,16,1,
157,38,38,8,2,8,1,
158,38,38,16,8,16,1,
159,39,39,8,4,8,1,
160,39,39,16,4,16,1,
161,39,39,16,8,16,1,
162,39,39,8,2,8,1,
163,40,40,192,48,192,1,
164,40,30,8,2,8,1,
165,40,30,8,4,8,1,
166,40,30,122,16,122,1,
167,41,41,32,8,32,1,
168,41,10,4,2,4,1,
169,41,11,4,2,4,1,
170,41,10,16,4,16,1,
171,41,41,8,4,8,1,
172,42,42,64,16,64,1,
173,42,42,122,16,122,1,
174,43,43,16,4,16,1,
175,43,43,16,8,16,1,
176,43,43,122,4,122,1,
177,43,43,122,16,122,1,
178,43,43,8,2,8,1,
179,43,43,32,8,32,1,
180,43,43,16,4,16,1,
181,43,43,32,8,32,1,
182,43,43,32,8,32,1,
183,43,43,64,16,64,1,
184,44,46,64,16,64,1,
185,44,39,8,4,8,1,
186,44,39,4,2,4,1,
187,44,20,16,8,16,1,
188,44,20,8,2,8,1,
189,44,46,122,4,122,1,
190,44,39,16,4,16,1,
191,44,46,32,8,32,1,
192,45,36,8,2,8,1,
193,45,45,8,4,8,1,
194,45,45,8,4,8,1,
195,45,45,4,2,4,1,
196,45,45,8,4,8,1,
197,45,45,16,4,16,1,
198,46,46,72,36,72,1,
199,46,46,8,2,8,1,
200,46,46,16,4,16,1,
201,46,46,16,8,16,1,
202,47,47,244,8,244,1,
203,47,14,8,4,8,1,
204,47,47,122,4,122,1,
205,47,2,16,8,16,1,
206,47,47,32,8,32,1,
207,47,47,122,16,122,1,
208,48,48,16,8,16,1,
209,48,48,16,8,16,1,
210,48,48,16,4,16,1,
211,49,49,122,16,122,1,
212,49,49,256,64,256,1,
213,50,50,64,16,64,1,
214,50,50,8,4,8,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,112,42,112,768,414,768,
2,112,76,20,768,208,0,
3,28,8,8,128,84,84,
4,28,8,8,128,64,64,
5,56,16,16,256,96,96,
6,56,20,56,256,120,256,
7,28,8,0,128,48,24,
8,78,30,42,512,180,440,
9,112,44,112,768,510,768,
10,78,24,0,512,300,12,
11,78,30,0,512,172,22,
12,56,22,22,256,62,62,
13,56,18,56,256,140,256,
14,56,28,0,256,102,46,
15,56,16,0,256,168,128,
16,56,22,56,256,98,256,
17,112,32,0,768,448,320,
18,28,8,12,128,56,64,
19,28,8,8,128,48,48,
20,28,10,0,128,92,68,
21,112,96,96,768,280,280,
22,28,10,0,128,56,36,
23,112,26,26,768,312,312,
24,78,56,56,512,110,110,
25,78,30,0,512,336,162,
26,56,20,20,256,70,70,
27,112,42,88,768,238,672,
28,78,38,38,512,114,114,
29,56,18,6,256,140,2,
30,112,34,0,768,476,86,
31,28,6,6,128,48,48,
32,78,32,0,512,192,6,
33,28,6,6,128,56,56,
34,56,24,56,256,102,256,
35,56,16,16,256,172,172,
36,112,38,0,768,492,412,
37,28,10,28,128,76,128,
38,28,8,8,128,76,76,
39,28,10,0,128,80,52,
40,112,42,64,768,438,576,
41,28,8,16,128,64,88,
42,56,24,6,256,70,2,
43,112,34,0,768,308,134,
44,78,30,78,512,242,512,
45,28,8,10,128,76,84,
46,78,28,0,512,400,182,
47,112,64,76,768,224,248,
48,28,8,8,128,80,80,
49,112,32,32,768,390,390,
50,28,8,8,128,56,56,
,
,
TREE DATA,
CLASSES:,0.0-0.6,1.0-0.8,
