50,184,
VM,I,F,N,CPU,Memory,Links
109,30,4,8,2,8,1,
110,30,23,72,36,72,1,
111,30,28,122,4,122,1,
112,31,1,244,8,244,1,
113,31,31,16,4,16,1,
114,31,31,64,16,64,1,
115,32,5,64,16,64,1,
116,32,32,122,16,122,1,
117,32,17,64,16,64,1,
118,33,29,4,2,4,1,
119,33,34,32,8,32,1,
120,33,7,8,2,8,1,
121,33,28,16,8,16,1,
122,34,45,122,16,122,1,
123,34,4,8,2,8,1,
124,34,32,72,36,72,1,
125,35,21,192,48,192,1,
126,35,29,8,4,8,1,
127,35,37,72,36,72,1,
128,36,36,8,2,8,1,
129,36,7,4,2,4,1,
130,36,36,32,8,32,1,
131,36,36,16,4,16,1,
132,36,36,8,4,8,1,
133,37,9,16,4,16,1,
134,37,35,72,36,72,1,
135,38,38,192,48,192,1,
136,38,38,4,2,4,1,
137,38,38,244,8,244,1,
138,38,8,8,4,8,1,
139,38,2,4,2,4,1,
140,38,38,8,2,8,1,
141,38,7,16,8,16,1,
142,39,39,72,36,72,1,
143,39,15,16,8,16,1,
144,39,39,4,2,4,1,
145,39,7,244,8,244,1,
146,39,39,122,4,122,1,
147,39,39,8,4,8,1,
148,40,7,4,2,4,1,
149,40,1,4,2,4,1,
150,40,28,122,4,122,1,
151,40,40,16,8,16,1,
152,40,39,8,4,8,1,
153,41,41,488,16,488,1,
154,42,24,64,16,64,1,
155,42,46,4,2,4,1,
156,43,7,8,4,8,1,
157,43,43,32,8,32,1,
158,43,4,8,4,8,1,
159,43,46,4,2,4,1,
160,44,44,64,16,64,1,
161,44,1,8,2,8,1,
162,45,46,4,2,4,1,
163,45,45,72,36,72,1,
164,45,45,122,16,122,1,
165,45,42,64,16,64,1,
166,46,4,8,4,8,1,
167,46,46,122,4,122,1,
168,46,46,16,8,16,1,
169,46,29,8,4,8,1,
170,47,7,64,16,64,1,
171,47,47,16,8,16,1,
172,47,47,122,4,122,1,
173,47,34,8,2,8,1,
174,47,47,244,8,244,1,
175,47,8,122,16,122,1,
176,48,22,122,16,122,1,
177,48,7,16,8,16,1,
178,48,8,32,8,32,1,
179,49,49,8,2,8,1,
180,49,49,122,4,122,1,
181,49,34,32,8,32,1,
182,50,50,122,4,122,1,
183,50,50,16,4,16,1,
184,50,50,32,8,32,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,112,80,48,768,268,278,
2,28,8,10,128,56,76,
3,56,32,24,256,102,90,
4,28,10,10,128,80,80,
5,56,14,24,256,96,128,
6,28,6,10,128,60,72,
7,112,54,48,768,266,360,
8,112,42,44,768,306,330,
9,78,30,28,512,302,206,
10,56,12,20,256,152,184,
11,28,6,10,128,76,88,
12,56,22,20,256,128,184,
13,56,22,22,256,66,66,
14,112,36,20,768,380,380,
15,56,16,24,256,96,86,
16,56,32,24,256,102,128,
17,78,30,30,512,320,262,
18,56,20,24,256,62,78,
19,56,20,20,256,184,184,
20,56,20,20,256,184,184,
21,112,88,48,768,248,88,
22,56,20,24,256,116,70,
23,78,18,34,512,302,196,
24,28,8,12,128,84,64,
25,78,26,32,512,318,294,
26,28,8,12,128,48,64,
27,28,10,12,128,60,64,
28,112,34,48,768,518,316,
29,112,44,48,768,364,340,
30,112,44,44,768,250,356,
31,78,50,34,512,188,124,
32,78,30,26,512,262,318,
33,28,8,12,128,68,64,
34,78,24,34,512,310,124,
35,112,24,48,768,496,546,
36,28,8,10,128,60,64,
37,56,16,20,256,168,184,
38,112,38,48,768,292,312,
39,112,50,46,768,302,432,
40,56,36,24,256,102,192,
41,112,96,48,768,280,176,
42,28,10,12,128,60,64,
43,28,10,12,128,76,80,
44,28,10,12,128,56,64,
45,112,42,44,768,506,452,
46,56,36,38,256,102,106,
47,112,58,56,768,192,314,
48,56,24,56,256,86,256,
49,56,42,50,256,94,126,
50,56,40,40,256,86,86,
,
,
TREE DATA,
CLASSES:,0.0-0.6,1.0-0.8,
