50,189,
VM,I,F,N,CPU,Memory,Links
143,38,15,8,4,8,1,
144,38,16,64,16,64,1,
145,39,3,8,2,8,1,
146,39,5,32,8,32,1,
147,39,10,32,8,32,1,
148,39,12,64,16,64,1,
149,40,3,16,4,16,1,
150,40,20,192,48,192,1,
151,40,12,32,8,32,1,
152,40,2,64,16,64,1,
153,41,9,8,4,8,1,
154,41,5,32,8,32,1,
155,41,2,4,2,4,1,
156,41,6,122,4,122,1,
157,42,31,488,16,488,1,
158,43,3,8,2,8,1,
159,43,11,32,8,32,1,
160,43,6,16,8,16,1,
161,44,8,32,8,32,1,
162,44,22,16,4,16,1,
163,44,15,8,4,8,1,
164,44,6,8,4,8,1,
165,44,6,16,4,16,1,
166,44,3,16,4,16,1,
167,44,15,64,16,64,1,
168,45,25,256,64,256,1,
169,45,1,16,8,16,1,
170,46,10,122,4,122,1,
171,46,11,8,4,8,1,
172,46,1,8,2,8,1,
173,46,12,16,4,16,1,
174,47,9,16,4,16,1,
175,47,6,4,2,4,1,
176,47,7,32,8,32,1,
177,47,13,32,8,32,1,
178,48,5,16,4,16,1,
179,48,5,4,2,4,1,
180,48,15,32,8,32,1,
181,48,6,64,16,64,1,
182,48,3,8,2,8,1,
183,48,9,32,8,32,1,
184,49,11,122,16,122,1,
185,49,12,16,4,16,1,
186,49,22,244,8,244,1,
187,50,4,8,2,8,1,
188,50,2,16,4,16,1,
189,50,14,64,16,64,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,112,42,0,768,430,192,
2,78,50,0,512,188,248,
3,78,32,0,512,176,68,
4,56,40,0,256,102,14,
5,78,26,20,512,318,2,
6,78,16,0,512,242,64,
7,78,22,0,512,368,52,
8,56,16,0,256,62,6,
9,78,28,0,512,340,72,
10,112,36,0,768,374,112,
11,112,40,0,768,496,98,
12,112,40,0,768,494,302,
13,28,8,20,128,60,96,
14,28,10,4,128,76,32,
15,56,28,0,256,94,6,
16,28,10,4,128,56,32,
17,56,32,0,256,102,30,
18,78,58,14,512,114,256,
19,28,8,12,128,60,64,
20,112,42,4,768,270,0,
21,112,96,32,768,280,448,
22,112,46,0,768,258,6,
23,28,10,28,128,76,128,
24,28,8,12,128,72,6,
25,78,44,14,512,122,256,
26,28,8,28,128,80,128,
27,28,10,12,128,56,6,
28,78,54,14,512,204,256,
29,28,8,28,128,64,128,
30,28,8,28,128,56,128,
31,78,30,60,512,188,16,
32,78,26,50,512,408,0,
33,56,32,56,256,102,256,
34,56,32,56,256,62,256,
35,28,8,28,128,72,128,
36,28,8,28,128,88,128,
37,56,20,56,256,184,256,
38,28,8,28,128,56,128,
39,56,22,56,256,120,256,
40,112,36,112,768,464,768,
41,56,38,56,256,90,256,
42,112,96,112,768,280,768,
43,28,10,28,128,72,128,
44,56,12,56,256,96,256,
45,112,40,112,768,496,768,
46,56,42,56,256,102,256,
47,28,6,28,128,44,128,
48,56,16,56,256,100,256,
49,78,50,78,512,130,512,
50,28,6,28,128,40,128,
,
,
TREE DATA,
CLASSES:,0.0-0.6,1.0-0.8,
