50,208,
VM,I,F,N,CPU,Memory,Links
121,28,37,256,64,256,1,
122,28,6,8,4,8,1,
123,29,28,256,64,256,1,
124,29,5,4,2,4,1,
125,29,11,4,2,4,1,
126,30,35,72,36,72,1,
127,30,31,122,16,122,1,
128,30,11,4,2,4,1,
129,30,1,4,2,4,1,
130,30,9,4,2,4,1,
131,30,33,244,8,244,1,
132,30,43,64,16,64,1,
133,31,4,16,4,16,1,
134,31,4,8,2,8,1,
135,31,14,16,4,16,1,
136,31,14,32,8,32,1,
137,32,15,8,2,8,1,
138,32,3,8,4,8,1,
139,32,3,8,2,8,1,
140,32,15,32,8,32,1,
141,32,29,72,36,72,1,
142,32,14,122,4,122,1,
143,32,11,122,4,122,1,
144,32,42,16,8,16,1,
145,33,3,64,16,64,1,
146,33,2,8,2,8,1,
147,33,14,16,8,16,1,
148,33,4,32,8,32,1,
149,34,5,8,2,8,1,
150,34,40,8,4,8,1,
151,34,3,8,2,8,1,
152,34,8,8,4,8,1,
153,34,39,16,4,16,1,
154,34,3,4,2,4,1,
155,35,49,72,36,72,1,
156,36,30,122,16,122,1,
157,36,3,32,8,32,1,
158,37,42,244,8,244,1,
159,37,41,122,16,122,1,
160,38,8,4,2,4,1,
161,38,6,122,16,122,1,
162,38,41,64,16,64,1,
163,39,1,4,2,4,1,
164,39,13,16,8,16,1,
165,39,44,122,16,122,1,
166,39,27,16,8,16,1,
167,40,46,192,48,192,1,
168,41,44,72,36,72,1,
169,41,11,16,4,16,1,
170,41,13,122,4,122,1,
171,41,33,8,4,8,1,
172,41,39,32,8,32,1,
173,41,6,32,8,32,1,
174,41,17,122,4,122,1,
175,42,24,64,16,64,1,
176,42,1,8,2,8,1,
177,42,4,16,4,16,1,
178,42,12,16,8,16,1,
179,42,2,8,2,8,1,
180,42,36,16,8,16,1,
181,42,3,8,2,8,1,
182,42,2,4,2,4,1,
183,42,22,244,8,244,1,
184,43,25,192,48,192,1,
185,44,40,72,36,72,1,
186,44,41,72,36,72,1,
187,45,2,8,2,8,1,
188,45,8,32,8,32,1,
189,45,6,8,4,8,1,
190,45,15,16,4,16,1,
191,45,17,16,4,16,1,
192,45,26,122,16,122,1,
193,46,46,488,16,488,1,
194,47,15,32,8,32,1,
195,47,12,16,8,16,1,
196,47,15,8,4,8,1,
197,48,34,16,8,16,1,
198,48,11,4,2,4,1,
199,48,9,16,4,16,1,
200,48,15,8,4,8,1,
201,49,23,192,48,192,1,
202,49,18,122,4,122,1,
203,49,1,16,4,16,1,
204,49,15,16,8,16,1,
205,49,2,4,2,4,1,
206,49,10,16,8,16,1,
207,50,11,4,2,4,1,
208,50,23,64,16,64,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,28,10,12,128,80,76,
2,28,10,12,128,64,72,
3,112,28,34,768,504,438,
4,112,40,52,768,344,328,
5,78,22,34,512,304,290,
6,112,80,42,768,158,384,
7,28,6,12,128,64,88,
8,28,10,8,128,56,64,
9,28,8,12,128,48,84,
10,28,8,12,128,72,80,
11,112,42,48,768,310,442,
12,28,6,12,128,72,96,
13,78,56,36,512,126,184,
14,56,32,26,256,54,50,
15,112,40,48,768,268,462,
16,112,38,40,768,380,420,
17,56,18,28,256,176,62,
18,78,62,34,512,138,196,
19,78,30,14,512,188,256,
20,56,32,32,256,102,102,
21,56,40,32,256,102,102,
22,112,44,56,768,496,332,
23,112,74,44,768,192,390,
24,78,24,42,512,258,262,
25,78,24,30,512,392,320,
26,112,42,52,768,504,330,
27,28,6,12,128,52,80,
28,112,42,12,768,496,440,
29,112,44,12,768,504,16,
30,112,30,48,768,254,454,
31,28,10,12,128,56,6,
32,112,44,44,768,380,390,
33,56,22,42,256,136,0,
34,28,10,12,128,76,80,
35,56,20,20,256,184,184,
36,56,32,32,256,102,86,
37,78,54,14,512,146,256,
38,56,22,20,256,66,184,
39,56,22,24,256,98,128,
40,78,30,34,512,320,310,
41,112,44,44,768,364,510,
42,78,26,38,512,128,156,
43,78,30,54,512,320,204,
44,112,40,52,768,624,330,
45,56,18,20,256,54,184,
46,112,96,48,768,280,88,
47,28,8,12,128,72,6,
48,28,10,28,128,84,128,
49,112,38,68,768,402,452,
50,28,10,28,128,60,128,
,
,
TREE DATA,
CLASSES:,0.0-0.6,1.0-0.8,
