100,435,
VM,I,F,N,CPU,Memory,Links
350,80,97,72,36,72,1,
351,80,76,4,2,4,1,
352,80,42,244,8,244,1,
353,81,11,4,2,4,1,
354,81,81,4,2,4,1,
355,81,81,32,8,32,1,
356,81,81,64,16,64,1,
357,81,81,16,4,16,1,
358,81,73,488,16,488,1,
359,81,9,122,4,122,1,
360,82,12,16,4,16,1,
361,82,1,16,8,16,1,
362,82,24,64,16,64,1,
363,83,35,244,8,244,1,
364,84,84,244,8,244,1,
365,84,84,72,36,72,1,
366,84,84,64,16,64,1,
367,84,3,4,2,4,1,
368,84,84,8,2,8,1,
369,85,85,122,16,122,1,
370,86,38,8,4,8,1,
371,86,81,16,8,16,1,
372,86,81,32,8,32,1,
373,86,9,8,4,8,1,
374,87,16,72,36,72,1,
375,87,23,16,8,16,1,
376,87,18,8,2,8,1,
377,88,33,16,8,16,1,
378,88,7,122,16,122,1,
379,88,32,16,4,16,1,
380,88,97,64,16,64,1,
381,89,51,4,2,4,1,
382,89,94,8,2,8,1,
383,89,89,488,16,488,1,
384,89,81,16,4,16,1,
385,89,18,122,16,122,1,
386,90,54,488,16,488,1,
387,91,22,122,16,122,1,
388,91,7,8,4,8,1,
389,91,27,122,4,122,1,
390,91,24,8,2,8,1,
391,91,67,8,2,8,1,
392,91,54,8,2,8,1,
393,91,29,4,2,4,1,
394,91,84,122,16,122,1,
395,91,7,8,4,8,1,
396,92,92,122,4,122,1,
397,92,92,122,4,122,1,
398,92,92,192,48,192,1,
399,92,92,192,48,192,1,
400,93,7,16,8,16,1,
401,93,6,4,2,4,1,
402,93,81,16,8,16,1,
403,93,97,8,4,8,1,
404,93,81,16,4,16,1,
405,94,5,16,4,16,1,
406,94,94,32,8,32,1,
407,94,94,16,4,16,1,
408,94,49,122,16,122,1,
409,94,30,72,36,72,1,
410,94,94,488,16,488,1,
411,95,34,122,4,122,1,
412,95,18,122,4,122,1,
413,96,38,64,16,64,1,
414,96,18,16,4,16,1,
415,96,76,4,2,4,1,
416,96,4,16,8,16,1,
417,96,10,64,16,64,1,
418,97,97,8,4,8,1,
419,97,9,64,16,64,1,
420,97,97,488,16,488,1,
421,97,97,122,16,122,1,
422,98,11,16,8,16,1,
423,98,18,16,8,16,1,
424,98,46,32,8,32,1,
425,98,26,16,8,16,1,
426,98,13,32,8,32,1,
427,98,5,4,2,4,1,
428,98,9,122,4,122,1,
429,99,10,16,8,16,1,
430,99,99,192,48,192,1,
431,100,33,16,4,16,1,
432,100,73,8,2,8,1,
433,100,43,16,8,16,1,
434,100,10,8,4,8,1,
435,100,11,32,8,32,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,112,24,0,768,146,128,
2,28,10,12,128,2,6,
3,78,6,0,512,238,236,
4,56,12,0,256,22,84,
5,78,6,0,512,240,220,
6,56,8,0,256,38,10,
7,56,48,0,256,12,10,
8,112,44,0,768,144,350,
9,112,18,0,768,434,0,
10,112,76,2,768,94,0,
11,78,14,0,512,108,72,
12,78,62,0,512,24,16,
13,56,8,0,256,64,32,
14,56,6,4,256,6,2,
15,78,16,0,512,26,72,
16,112,38,0,768,152,72,
17,28,12,12,128,6,6,
18,112,22,0,768,170,74,
19,56,10,4,256,46,46,
20,112,34,20,768,48,0,
21,56,12,16,256,14,22,
22,112,18,2,768,134,0,
23,78,8,0,512,268,2,
24,112,20,22,768,488,0,
25,56,42,4,256,0,56,
26,78,42,0,512,102,34,
27,56,48,32,256,12,4,
28,28,4,0,128,36,16,
29,78,14,0,512,264,0,
30,78,18,0,512,30,238,
31,56,28,44,256,38,4,
32,112,22,0,768,232,18,
33,112,16,0,768,170,170,
34,112,20,0,768,196,10,
35,78,12,12,512,320,2,
36,78,10,2,512,58,2,
37,78,14,0,512,256,0,
38,78,20,4,512,42,2,
39,112,48,14,768,88,2,
40,56,6,44,256,56,4,
41,28,2,8,128,28,48,
42,78,10,0,512,254,2,
43,78,12,0,512,142,182,
44,112,0,4,768,320,0,
45,112,46,22,768,62,0,
46,78,16,0,512,52,4,
47,112,16,0,768,130,130,
48,112,0,0,768,320,320,
49,56,0,24,256,44,70,
50,56,46,4,256,8,62,
51,78,12,2,512,190,0,
52,78,14,0,512,120,54,
53,28,2,28,128,36,128,
54,112,12,26,768,440,0,
55,28,2,28,128,36,128,
56,112,32,0,768,24,320,
57,56,8,56,256,112,256,
58,56,10,8,256,92,136,
59,28,2,20,128,44,96,
60,28,0,28,128,36,128,
61,28,12,28,128,6,128,
62,78,10,78,512,134,512,
63,78,0,78,512,204,512,
64,112,48,4,768,88,0,
65,28,2,28,128,52,128,
66,28,0,28,128,16,128,
67,112,28,26,768,8,0,
68,56,10,0,256,164,44,
69,56,6,56,256,152,256,
70,28,12,12,128,6,6,
71,56,4,56,256,120,256,
72,28,24,28,128,6,128,
73,112,6,26,768,420,0,
74,56,22,22,256,4,4,
75,78,14,78,512,100,512,
76,112,20,0,768,544,48,
77,56,10,56,256,62,256,
78,56,44,44,256,4,4,
79,56,8,0,256,64,32,
80,78,28,78,512,70,512,
81,112,60,16,768,38,0,
82,28,0,28,128,32,128,
83,56,48,56,256,12,256,
84,78,14,0,512,120,2,
85,28,12,12,128,6,6,
86,28,4,28,128,64,128,
87,56,10,56,256,160,256,
88,56,12,56,256,38,256,
89,112,72,96,768,130,280,
90,78,62,14,512,24,256,
91,78,26,78,512,102,512,
92,112,8,0,768,140,108,
93,28,2,28,128,68,128,
94,112,28,18,768,22,0,
95,56,48,56,256,12,256,
96,56,10,56,256,92,256,
97,112,60,18,768,86,2,
98,56,10,56,256,18,256,
99,56,0,0,256,48,32,
100,28,2,28,128,48,128,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
