50,230,
VM,I,F,N,CPU,Memory,Links
73,16,16,244,8,244,1,
74,16,16,8,2,8,1,
75,17,17,32,8,32,1,
76,17,17,32,8,32,1,
77,17,17,8,4,8,1,
78,17,17,16,4,16,1,
79,17,17,192,48,192,1,
80,18,18,192,48,192,1,
81,18,18,16,8,16,1,
82,18,18,16,4,16,1,
83,18,18,122,4,122,1,
84,18,18,8,4,8,1,
85,18,18,122,4,122,1,
86,18,18,16,8,16,1,
87,18,18,8,2,8,1,
88,18,18,16,4,16,1,
89,18,18,122,4,122,1,
90,19,19,64,16,64,1,
91,19,19,4,2,4,1,
92,19,19,16,4,16,1,
93,19,19,8,4,8,1,
94,20,20,256,64,256,1,
95,20,20,32,8,32,1,
96,20,20,122,16,122,1,
97,20,20,244,8,244,1,
98,21,21,16,4,16,1,
99,21,21,32,8,32,1,
100,21,21,8,2,8,1,
101,21,21,8,2,8,1,
102,21,21,16,8,16,1,
103,22,22,8,2,8,1,
104,22,22,16,8,16,1,
105,22,22,488,16,488,1,
106,22,22,192,48,192,1,
107,23,23,32,8,32,1,
108,23,23,16,8,16,1,
109,23,23,122,4,122,1,
110,23,23,72,36,72,1,
111,24,24,122,16,122,1,
112,24,24,122,4,122,1,
113,25,25,488,16,488,1,
114,25,25,16,8,16,1,
115,25,25,64,16,64,1,
116,25,25,122,4,122,1,
117,26,26,122,4,122,1,
118,27,27,8,4,8,1,
119,27,27,122,16,122,1,
120,27,27,122,4,122,1,
121,28,28,122,4,122,1,
122,28,28,8,4,8,1,
123,28,28,4,2,4,1,
124,28,28,16,4,16,1,
125,28,28,192,48,192,1,
126,28,28,4,2,4,1,
127,29,29,4,2,4,1,
128,29,29,16,8,16,1,
129,29,29,16,8,16,1,
130,29,29,16,4,16,1,
131,29,29,4,2,4,1,
132,30,30,8,4,8,1,
133,30,30,8,2,8,1,
134,30,30,122,4,122,1,
135,30,30,32,8,32,1,
136,30,30,4,2,4,1,
137,30,30,8,4,8,1,
138,30,30,8,4,8,1,
139,30,30,4,2,4,1,
140,30,30,16,4,16,1,
141,31,29,16,4,16,1,
142,31,31,72,36,72,1,
143,31,31,192,48,192,1,
144,31,16,32,8,32,1,
145,32,32,64,16,64,1,
146,32,32,16,4,16,1,
147,32,32,122,4,122,1,
148,32,32,64,16,64,1,
149,32,32,64,16,64,1,
150,32,32,8,4,8,1,
151,32,32,4,2,4,1,
152,32,32,8,2,8,1,
153,32,32,64,16,64,1,
154,32,32,8,4,8,1,
155,32,32,32,8,32,1,
156,33,33,72,36,72,1,
157,33,33,8,4,8,1,
158,33,33,16,4,16,1,
159,33,33,8,2,8,1,
160,34,34,16,8,16,1,
161,34,34,32,8,32,1,
162,34,34,64,16,64,1,
163,34,34,72,36,72,1,
164,34,34,122,16,122,1,
165,34,34,122,16,122,1,
166,35,35,122,4,122,1,
167,36,10,16,8,16,1,
168,36,33,16,8,16,1,
169,36,18,122,16,122,1,
170,36,10,4,2,4,1,
171,36,2,16,4,16,1,
172,36,21,16,4,16,1,
173,36,20,16,4,16,1,
174,37,19,4,2,4,1,
175,37,37,32,8,32,1,
176,37,50,16,4,16,1,
177,37,16,16,4,16,1,
178,37,34,16,4,16,1,
179,37,13,8,4,8,1,
180,38,38,64,16,64,1,
181,38,38,4,2,4,1,
182,38,38,16,8,16,1,
183,39,39,4,2,4,1,
184,39,39,16,8,16,1,
185,39,39,8,4,8,1,
186,39,39,192,48,192,1,
187,39,39,192,48,192,1,
188,40,40,8,4,8,1,
189,40,40,488,16,488,1,
190,40,40,8,2,8,1,
191,40,40,32,8,32,1,
192,40,40,72,36,72,1,
193,40,40,16,4,16,1,
194,41,4,16,4,16,1,
195,41,45,72,36,72,1,
196,41,16,32,8,32,1,
197,41,4,122,16,122,1,
198,42,42,122,16,122,1,
199,43,43,8,4,8,1,
200,43,43,16,4,16,1,
201,43,43,16,4,16,1,
202,43,43,8,4,8,1,
203,43,43,8,4,8,1,
204,43,43,16,8,16,1,
205,44,44,16,4,16,1,
206,44,44,32,8,32,1,
207,44,44,64,16,64,1,
208,45,45,8,4,8,1,
209,45,45,122,4,122,1,
210,45,45,122,4,122,1,
211,45,45,72,36,72,1,
212,45,45,16,4,16,1,
213,45,45,8,4,8,1,
214,45,45,244,8,244,1,
215,45,45,32,8,32,1,
216,46,28,32,8,32,1,
217,46,46,192,48,192,1,
218,46,49,32,8,32,1,
219,47,47,192,48,192,1,
220,48,25,64,16,64,1,
221,48,9,32,8,32,1,
222,49,49,192,48,192,1,
223,49,49,32,8,32,1,
224,49,49,8,4,8,1,
225,49,49,8,4,8,1,
226,50,50,8,2,8,1,
227,50,50,8,4,8,1,
228,50,50,72,36,72,1,
229,50,50,244,8,244,1,
230,50,50,192,48,192,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,28,24,24,128,6,6,
2,28,4,0,128,56,40,
3,112,64,22,768,152,8,
4,112,22,2,768,516,378,
5,28,4,28,128,40,128,
6,28,2,2,128,32,32,
7,28,2,2,128,28,28,
8,78,14,78,512,336,512,
9,78,10,2,512,226,194,
10,56,10,0,256,164,144,
11,112,22,64,768,432,576,
12,78,14,34,512,42,424,
13,56,48,44,256,12,4,
14,78,10,30,512,240,320,
15,112,32,36,768,54,70,
16,112,22,2,768,196,116,
17,78,6,2,512,232,110,
18,112,22,6,768,130,8,
19,28,2,0,128,36,32,
20,112,16,0,768,114,50,
21,28,4,0,128,48,32,
22,112,38,22,768,64,0,
23,56,0,0,256,14,14,
24,56,36,36,256,12,12,
25,112,68,52,768,78,14,
26,28,24,24,128,6,6,
27,56,32,32,256,4,4,
28,78,14,0,512,166,8,
29,28,4,0,128,72,56,
30,56,22,10,256,46,6,
31,112,16,28,768,456,504,
32,112,20,0,768,314,234,
33,56,10,2,256,152,136,
34,112,12,0,768,340,292,
35,28,24,24,128,6,6,
36,56,10,56,256,50,256,
37,28,2,20,128,36,96,
38,28,2,2,128,44,44,
39,112,2,2,768,356,356,
40,112,42,2,768,144,64,
41,78,14,78,512,270,512,
42,28,12,12,128,6,6,
43,28,0,0,128,56,56,
44,28,0,0,128,16,16,
45,112,40,4,768,144,72,
46,78,14,30,512,256,320,
47,56,8,8,256,64,64,
48,28,4,28,128,32,128,
49,78,14,0,512,272,114,
50,112,14,2,768,244,204,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
