100,447,
VM,I,F,N,CPU,Memory,Links
108,21,16,16,8,16,1,
109,22,29,32,8,32,1,
110,22,13,4,2,4,1,
111,22,86,8,2,8,1,
112,22,15,16,4,16,1,
113,22,17,32,8,32,1,
114,23,6,8,2,8,1,
115,23,84,488,16,488,1,
116,23,35,64,16,64,1,
117,23,76,192,48,192,1,
118,24,10,32,8,32,1,
119,24,7,4,2,4,1,
120,24,9,16,8,16,1,
121,24,3,16,4,16,1,
122,24,7,4,2,4,1,
123,25,82,488,16,488,1,
124,26,19,16,8,16,1,
125,26,2,8,2,8,1,
126,26,7,122,4,122,1,
127,26,9,8,4,8,1,
128,26,25,32,8,32,1,
129,26,22,32,8,32,1,
130,27,2,244,8,244,1,
131,27,7,4,2,4,1,
132,27,55,64,16,64,1,
133,27,6,8,2,8,1,
134,27,2,16,4,16,1,
135,27,12,64,16,64,1,
136,27,50,64,16,64,1,
137,28,12,32,8,32,1,
138,28,68,244,8,244,1,
139,28,10,4,2,4,1,
140,28,18,72,36,72,1,
141,28,55,192,48,192,1,
142,29,20,32,8,32,1,
143,29,19,244,8,244,1,
144,29,28,192,48,192,1,
145,29,7,8,2,8,1,
146,29,32,244,8,244,1,
147,30,7,16,8,16,1,
148,30,10,16,4,16,1,
149,30,39,64,16,64,1,
150,31,28,64,16,64,1,
151,31,23,16,8,16,1,
152,31,25,16,8,16,1,
153,31,9,4,2,4,1,
154,31,6,16,4,16,1,
155,31,13,8,4,8,1,
156,31,12,4,2,4,1,
157,31,5,8,2,8,1,
158,32,44,192,48,192,1,
159,32,15,4,2,4,1,
160,32,1,16,4,16,1,
161,32,2,8,4,8,1,
162,32,14,4,2,4,1,
163,32,18,16,8,16,1,
164,33,3,4,2,4,1,
165,33,39,16,8,16,1,
166,33,28,122,16,122,1,
167,33,18,8,4,8,1,
168,33,4,8,2,8,1,
169,33,2,8,4,8,1,
170,33,9,8,2,8,1,
171,33,9,4,2,4,1,
172,33,7,8,2,8,1,
173,33,13,32,8,32,1,
174,34,36,64,16,64,1,
175,34,17,8,4,8,1,
176,34,6,16,8,16,1,
177,35,55,16,8,16,1,
178,35,13,72,36,72,1,
179,35,1,32,8,32,1,
180,35,17,8,4,8,1,
181,35,41,16,8,16,1,
182,36,2,32,8,32,1,
183,36,44,32,8,32,1,
184,36,6,8,2,8,1,
185,36,29,32,8,32,1,
186,37,19,16,8,16,1,
187,37,12,16,4,16,1,
188,37,15,8,2,8,1,
189,37,12,8,2,8,1,
190,37,33,32,8,32,1,
191,38,29,122,4,122,1,
192,39,55,122,16,122,1,
193,39,7,16,8,16,1,
194,39,62,64,16,64,1,
195,39,5,16,8,16,1,
196,40,6,244,8,244,1,
197,41,73,16,8,16,1,
198,41,25,16,8,16,1,
199,41,12,8,2,8,1,
200,41,42,72,36,72,1,
201,41,10,72,36,72,1,
202,42,62,244,8,244,1,
203,42,8,122,4,122,1,
204,42,28,64,16,64,1,
205,43,14,64,16,64,1,
206,43,51,8,2,8,1,
207,43,40,16,8,16,1,
208,44,31,72,36,72,1,
209,44,19,8,4,8,1,
210,44,3,4,2,4,1,
211,44,20,16,8,16,1,
212,44,4,64,16,64,1,
213,45,53,64,16,64,1,
214,45,4,16,4,16,1,
215,45,2,16,4,16,1,
216,45,5,64,16,64,1,
217,45,19,8,2,8,1,
218,45,1,16,4,16,1,
219,46,35,122,16,122,1,
220,47,23,32,8,32,1,
221,47,1,16,4,16,1,
222,47,16,8,2,8,1,
223,47,52,122,16,122,1,
224,47,83,32,8,32,1,
225,48,6,8,2,8,1,
226,48,4,16,8,16,1,
227,48,34,64,16,64,1,
228,48,65,122,16,122,1,
229,48,23,64,16,64,1,
230,48,31,32,8,32,1,
231,49,51,244,8,244,1,
232,50,6,32,8,32,1,
233,50,13,16,4,16,1,
234,50,3,122,4,122,1,
235,50,39,16,8,16,1,
236,50,23,8,4,8,1,
237,50,53,16,4,16,1,
238,50,3,8,2,8,1,
239,50,2,122,4,122,1,
240,50,5,16,8,16,1,
241,50,82,256,64,256,1,
242,51,29,192,48,192,1,
243,51,2,8,4,8,1,
244,51,4,16,4,16,1,
245,51,3,4,2,4,1,
246,51,42,64,16,64,1,
247,52,23,122,16,122,1,
248,53,71,122,16,122,1,
249,53,35,16,8,16,1,
250,53,1,8,4,8,1,
251,53,68,256,64,256,1,
252,54,66,488,16,488,1,
253,55,8,16,4,16,1,
254,55,48,72,36,72,1,
255,55,15,8,4,8,1,
256,55,4,122,4,122,1,
257,55,3,8,2,8,1,
258,55,77,488,16,488,1,
259,56,61,192,48,192,1,
260,56,14,4,2,4,1,
261,56,23,8,4,8,1,
262,56,12,8,2,8,1,
263,56,25,122,4,122,1,
264,56,35,16,8,16,1,
265,57,3,4,2,4,1,
266,57,23,122,4,122,1,
267,58,39,122,16,122,1,
268,59,48,64,16,64,1,
269,59,47,32,8,32,1,
270,60,66,72,36,72,1,
271,60,23,32,8,32,1,
272,60,4,16,8,16,1,
273,61,40,192,48,192,1,
274,62,29,64,16,64,1,
275,62,41,192,48,192,1,
276,62,55,244,8,244,1,
277,62,3,4,2,4,1,
278,62,8,16,4,16,1,
279,62,45,64,16,64,1,
280,63,9,16,4,16,1,
281,63,3,4,2,4,1,
282,63,33,32,8,32,1,
283,63,35,16,8,16,1,
284,63,19,32,8,32,1,
285,63,5,16,8,16,1,
286,63,7,8,4,8,1,
287,63,3,16,4,16,1,
288,64,53,16,8,16,1,
289,64,4,4,2,4,1,
290,64,15,16,4,16,1,
291,64,19,8,2,8,1,
292,64,4,8,4,8,1,
293,64,5,16,8,16,1,
294,65,54,244,8,244,1,
295,65,58,122,16,122,1,
296,65,38,122,16,122,1,
297,66,77,16,8,16,1,
298,66,7,122,16,122,1,
299,66,41,488,16,488,1,
300,67,6,4,2,4,1,
301,67,10,16,4,16,1,
302,67,5,8,4,8,1,
303,67,1,8,2,8,1,
304,67,2,32,8,32,1,
305,67,12,8,2,8,1,
306,67,6,8,2,8,1,
307,68,8,16,4,16,1,
308,68,81,192,48,192,1,
309,68,53,244,8,244,1,
310,69,9,4,2,4,1,
311,69,69,488,16,488,1,
312,70,5,8,2,8,1,
313,70,69,16,8,16,1,
314,70,25,64,16,64,1,
315,71,41,64,16,64,1,
316,71,12,4,2,4,1,
317,71,28,16,8,16,1,
318,72,47,64,16,64,1,
319,72,16,32,8,32,1,
320,73,25,64,16,64,1,
321,73,18,244,8,244,1,
322,73,9,122,4,122,1,
323,73,14,32,8,32,1,
324,73,6,8,2,8,1,
325,73,3,16,4,16,1,
326,73,81,192,48,192,1,
327,74,86,488,16,488,1,
328,75,84,256,64,256,1,
329,75,4,8,2,8,1,
330,75,48,122,4,122,1,
331,75,66,16,8,16,1,
332,75,1,4,2,4,1,
333,75,12,8,2,8,1,
334,75,62,244,8,244,1,
335,76,20,8,2,8,1,
336,76,47,32,8,32,1,
337,76,13,4,2,4,1,
338,76,81,122,16,122,1,
339,76,1,32,8,32,1,
340,76,4,16,8,16,1,
341,77,54,256,64,256,1,
342,78,1,8,2,8,1,
343,78,3,8,2,8,1,
344,78,13,8,2,8,1,
345,78,44,32,8,32,1,
346,78,2,8,2,8,1,
347,78,13,8,2,8,1,
348,78,50,16,4,16,1,
349,78,54,8,4,8,1,
350,79,3,8,2,8,1,
351,79,29,122,4,122,1,
352,79,8,16,4,16,1,
353,79,2,8,4,8,1,
354,79,1,16,4,16,1,
355,79,3,16,4,16,1,
356,79,51,64,16,64,1,
357,80,50,122,4,122,1,
358,81,65,72,36,72,1,
359,81,57,122,16,122,1,
360,81,66,192,48,192,1,
361,82,49,72,36,72,1,
362,82,29,32,8,32,1,
363,82,10,16,4,16,1,
364,82,9,8,2,8,1,
365,82,6,192,48,192,1,
366,83,45,122,16,122,1,
367,83,46,122,16,122,1,
368,84,3,4,2,4,1,
369,84,12,8,2,8,1,
370,84,62,72,36,72,1,
371,84,15,4,2,4,1,
372,84,73,488,16,488,1,
373,84,3,4,2,4,1,
374,84,12,8,2,8,1,
375,84,13,122,4,122,1,
376,85,12,244,8,244,1,
377,85,16,122,4,122,1,
378,85,51,122,16,122,1,
379,85,28,244,8,244,1,
380,86,10,244,8,244,1,
381,86,73,192,48,192,1,
382,86,45,64,16,64,1,
383,86,3,8,4,8,1,
384,86,3,4,2,4,1,
385,86,37,64,16,64,1,
386,87,4,122,4,122,1,
387,87,18,16,4,16,1,
388,87,13,16,8,16,1,
389,87,89,488,16,488,1,
390,88,18,122,16,122,1,
391,88,15,8,2,8,1,
392,88,42,64,16,64,1,
393,88,7,4,2,4,1,
394,88,5,16,4,16,1,
395,89,17,32,8,32,1,
396,89,13,122,4,122,1,
397,89,18,122,4,122,1,
398,89,84,8,4,8,1,
399,89,62,32,8,32,1,
400,89,13,122,4,122,1,
401,90,18,4,2,4,1,
402,90,2,8,2,8,1,
403,90,33,32,8,32,1,
404,90,4,16,4,16,1,
405,90,7,8,2,8,1,
406,90,9,16,4,16,1,
407,90,4,8,2,8,1,
408,91,19,16,8,16,1,
409,91,5,16,4,16,1,
410,91,7,4,2,4,1,
411,91,76,32,8,32,1,
412,91,6,4,2,4,1,
413,92,49,122,16,122,1,
414,92,5,8,2,8,1,
415,92,3,16,8,16,1,
416,92,11,32,8,32,1,
417,92,65,32,8,32,1,
418,93,29,32,8,32,1,
419,93,2,122,4,122,1,
420,93,3,4,2,4,1,
421,93,20,8,2,8,1,
422,93,2,64,16,64,1,
423,94,19,122,16,122,1,
424,95,73,72,36,72,1,
425,95,4,8,2,8,1,
426,95,16,122,4,122,1,
427,95,3,8,2,8,1,
428,95,20,32,8,32,1,
429,95,3,16,4,16,1,
430,95,31,16,8,16,1,
431,96,62,72,36,72,1,
432,96,82,16,8,16,1,
433,96,3,8,4,8,1,
434,97,6,8,4,8,1,
435,97,50,32,8,32,1,
436,97,23,16,8,16,1,
437,97,19,16,8,16,1,
438,98,79,192,48,192,1,
439,99,1,4,2,4,1,
440,99,9,8,4,8,1,
441,99,9,16,8,16,1,
442,99,48,122,16,122,1,
443,99,4,4,2,4,1,
444,99,3,4,2,4,1,
445,99,4,16,8,16,1,
446,99,23,32,8,32,1,
447,100,65,122,16,122,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,56,12,0,256,30,72,
2,112,20,16,768,302,0,
3,78,16,0,512,22,174,
4,112,4,0,768,230,0,
5,78,36,0,512,98,292,
6,112,42,0,768,34,152,
7,112,20,0,768,466,116,
8,56,8,18,256,64,2,
9,78,14,0,512,164,170,
10,78,14,0,512,256,88,
11,56,4,4,256,56,14,
12,78,2,0,512,110,36,
13,112,60,0,768,140,16,
14,28,24,0,128,6,24,
15,28,4,0,128,64,48,
16,78,2,0,512,232,76,
17,28,2,0,128,64,40,
18,112,22,14,768,334,2,
19,112,34,0,768,140,154,
20,28,2,0,128,24,32,
21,28,0,28,128,56,128,
22,28,4,12,128,36,80,
23,112,30,0,768,16,0,
24,28,4,28,128,56,128,
25,78,62,0,512,24,72,
26,56,22,56,256,38,256,
27,78,14,70,512,48,268,
28,112,10,0,768,224,66,
29,112,38,0,768,48,108,
30,28,0,28,128,32,128,
31,56,10,0,256,120,14,
32,78,10,6,512,272,12,
33,56,6,8,256,38,64,
34,28,0,12,128,40,64,
35,78,14,2,512,368,34,
36,28,2,12,128,24,64,
37,28,4,12,128,48,64,
38,28,24,12,128,6,6,
39,56,8,0,256,38,6,
40,56,48,0,256,12,48,
41,112,22,20,768,584,0,
42,78,50,10,512,82,312,
43,28,2,12,128,40,64,
44,78,12,6,512,348,12,
45,56,10,8,256,72,6,
46,28,12,12,128,6,6,
47,56,18,20,256,46,6,
48,78,12,2,512,206,10,
49,56,48,0,256,12,46,
50,112,2,0,768,156,2,
51,78,4,0,512,228,2,
52,28,12,12,128,6,6,
53,112,20,0,768,366,18,
54,78,62,2,512,24,4,
55,112,46,0,768,54,8,
56,78,10,78,512,162,512,
57,28,22,12,128,2,6,
58,28,12,12,128,6,6,
59,28,4,28,128,32,128,
60,56,4,8,256,136,64,
61,56,8,8,256,64,64,
62,112,18,0,768,184,40,
63,56,10,56,256,116,256,
64,28,0,28,128,60,128,
65,78,38,2,512,24,164,
66,112,72,4,768,142,0,
67,28,4,28,128,44,128,
68,78,18,6,512,60,12,
69,78,60,54,512,20,8,
70,28,2,12,128,40,6,
71,28,2,12,128,44,6,
72,28,4,28,128,32,128,
73,112,22,4,768,90,0,
74,78,62,54,512,24,8,
75,112,22,0,768,110,320,
76,56,12,0,256,42,32,
77,78,14,54,512,256,8,
78,28,2,28,128,32,128,
79,56,18,0,256,6,32,
80,28,24,28,128,6,128,
81,112,12,0,768,382,262,
82,112,14,22,768,448,0,
83,56,24,0,256,12,32,
84,112,46,24,768,58,0,
85,112,76,112,768,36,768,
86,112,18,22,768,192,0,
87,112,80,112,768,126,768,
88,56,16,56,256,42,256,
89,78,46,54,512,74,8,
90,28,4,28,128,36,128,
91,28,4,28,128,56,128,
92,56,14,56,256,46,256,
93,56,24,56,256,26,256,
94,28,12,28,128,6,128,
95,78,14,78,512,238,512,
96,56,8,56,256,160,256,
97,28,0,28,128,56,128,
98,56,8,56,256,64,256,
99,56,6,56,256,50,256,
100,28,12,28,128,6,128,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
