100,480,
VM,I,F,N,CPU,Memory,Links
252,53,13,64,16,64,1,
253,53,53,8,2,8,1,
254,53,10,32,8,32,1,
255,54,20,8,2,8,1,
256,54,57,32,8,32,1,
257,54,43,64,16,64,1,
258,54,13,64,16,64,1,
259,54,34,16,8,16,1,
260,55,67,256,64,256,1,
261,55,1,8,2,8,1,
262,55,75,488,16,488,1,
263,56,87,192,48,192,1,
264,57,57,16,8,16,1,
265,57,57,72,36,72,1,
266,57,46,16,8,16,1,
267,57,90,8,4,8,1,
268,57,57,122,16,122,1,
269,58,11,8,2,8,1,
270,58,58,122,16,122,1,
271,58,1,8,2,8,1,
272,58,58,72,36,72,1,
273,58,58,122,16,122,1,
274,59,59,488,16,488,1,
275,59,35,16,8,16,1,
276,59,39,122,16,122,1,
277,60,60,16,4,16,1,
278,60,60,64,16,64,1,
279,60,60,8,4,8,1,
280,61,57,244,8,244,1,
281,62,20,16,8,16,1,
282,62,62,8,2,8,1,
283,62,62,32,8,32,1,
284,62,62,8,4,8,1,
285,62,7,8,2,8,1,
286,63,52,4,2,4,1,
287,63,63,32,8,32,1,
288,63,63,122,4,122,1,
289,63,63,32,8,32,1,
290,63,63,64,16,64,1,
291,64,34,64,16,64,1,
292,64,22,8,2,8,1,
293,64,64,16,4,16,1,
294,64,64,4,2,4,1,
295,64,9,16,4,16,1,
296,64,1,4,2,4,1,
297,64,64,16,4,16,1,
298,64,64,4,2,4,1,
299,64,64,16,4,16,1,
300,64,27,64,16,64,1,
301,65,10,4,2,4,1,
302,65,50,72,36,72,1,
303,65,10,8,2,8,1,
304,65,47,16,8,16,1,
305,65,45,4,2,4,1,
306,65,45,4,2,4,1,
307,65,45,8,2,8,1,
308,65,5,8,2,8,1,
309,65,7,122,4,122,1,
310,65,30,64,16,64,1,
311,66,47,16,8,16,1,
312,66,66,16,8,16,1,
313,66,1,8,2,8,1,
314,66,66,16,8,16,1,
315,67,59,192,48,192,1,
316,67,41,8,4,8,1,
317,67,10,16,8,16,1,
318,67,67,244,8,244,1,
319,68,68,72,36,72,1,
320,68,68,8,2,8,1,
321,68,32,122,16,122,1,
322,68,45,122,4,122,1,
323,68,68,244,8,244,1,
324,68,68,4,2,4,1,
325,68,1,122,4,122,1,
326,69,59,72,36,72,1,
327,69,69,64,16,64,1,
328,69,69,32,8,32,1,
329,69,3,16,4,16,1,
330,70,70,8,4,8,1,
331,70,70,4,2,4,1,
332,70,70,16,8,16,1,
333,70,70,488,16,488,1,
334,70,50,122,4,122,1,
335,71,71,16,4,16,1,
336,71,25,122,16,122,1,
337,71,71,72,36,72,1,
338,71,9,8,2,8,1,
339,71,71,122,4,122,1,
340,71,71,16,8,16,1,
341,72,72,4,2,4,1,
342,72,11,244,8,244,1,
343,72,72,72,36,72,1,
344,72,43,8,2,8,1,
345,72,72,16,4,16,1,
346,72,72,72,36,72,1,
347,72,11,16,4,16,1,
348,73,79,64,16,64,1,
349,73,80,16,4,16,1,
350,73,47,122,16,122,1,
351,73,79,122,4,122,1,
352,73,79,32,8,32,1,
353,73,50,122,4,122,1,
354,73,46,8,4,8,1,
355,73,47,64,16,64,1,
356,73,70,72,36,72,1,
357,74,100,16,8,16,1,
358,74,35,16,8,16,1,
359,74,100,16,4,16,1,
360,74,100,16,4,16,1,
361,74,11,32,8,32,1,
362,74,1,8,2,8,1,
363,74,1,8,2,8,1,
364,74,100,122,16,122,1,
365,75,75,192,48,192,1,
366,75,13,244,8,244,1,
367,75,75,8,4,8,1,
368,75,75,72,36,72,1,
369,76,41,72,36,72,1,
370,76,5,8,2,8,1,
371,76,62,16,4,16,1,
372,76,30,122,4,122,1,
373,76,76,192,48,192,1,
374,77,23,8,4,8,1,
375,77,30,16,8,16,1,
376,77,11,4,2,4,1,
377,77,77,16,4,16,1,
378,77,77,16,4,16,1,
379,77,77,8,2,8,1,
380,78,50,64,16,64,1,
381,78,78,122,4,122,1,
382,78,7,4,2,4,1,
383,78,78,8,4,8,1,
384,78,18,16,8,16,1,
385,79,79,8,4,8,1,
386,79,42,8,2,8,1,
387,79,10,122,16,122,1,
388,79,79,16,4,16,1,
389,79,79,8,4,8,1,
390,79,36,64,16,64,1,
391,80,1,16,4,16,1,
392,80,58,122,4,122,1,
393,80,80,16,4,16,1,
394,80,9,8,2,8,1,
395,80,31,32,8,32,1,
396,80,80,16,8,16,1,
397,81,53,4,2,4,1,
398,81,1,8,2,8,1,
399,81,81,244,8,244,1,
400,82,86,122,16,122,1,
401,83,41,122,16,122,1,
402,84,84,192,48,192,1,
403,84,23,64,16,64,1,
404,85,96,192,48,192,1,
405,85,85,192,48,192,1,
406,86,86,122,4,122,1,
407,86,11,4,2,4,1,
408,86,86,192,48,192,1,
409,86,86,8,4,8,1,
410,86,86,72,36,72,1,
411,87,3,16,8,16,1,
412,87,87,16,8,16,1,
413,87,69,72,36,72,1,
414,88,88,488,16,488,1,
415,88,68,192,48,192,1,
416,89,62,8,2,8,1,
417,89,10,122,4,122,1,
418,89,6,8,4,8,1,
419,89,12,32,8,32,1,
420,89,57,8,2,8,1,
421,89,82,64,16,64,1,
422,89,53,8,2,8,1,
423,89,82,8,4,8,1,
424,89,53,64,16,64,1,
425,89,82,32,8,32,1,
426,89,77,8,2,8,1,
427,89,83,122,16,122,1,
428,89,53,8,4,8,1,
429,89,83,4,2,4,1,
430,90,90,122,16,122,1,
431,90,59,16,8,16,1,
432,90,11,8,4,8,1,
433,90,90,64,16,64,1,
434,91,71,244,8,244,1,
435,92,53,4,2,4,1,
436,92,1,122,4,122,1,
437,93,93,192,48,192,1,
438,93,52,4,2,4,1,
439,93,3,8,2,8,1,
440,93,93,8,4,8,1,
441,93,93,8,2,8,1,
442,93,93,8,2,8,1,
443,93,93,64,16,64,1,
444,94,98,16,8,16,1,
445,94,94,122,16,122,1,
446,94,94,64,16,64,1,
447,94,94,72,36,72,1,
448,95,5,16,4,16,1,
449,95,95,256,64,256,1,
450,96,96,16,8,16,1,
451,96,65,244,8,244,1,
452,96,100,32,8,32,1,
453,96,96,16,4,16,1,
454,96,13,16,4,16,1,
455,96,96,64,16,64,1,
456,96,1,4,2,4,1,
457,96,1,8,2,8,1,
458,96,11,8,2,8,1,
459,96,14,32,8,32,1,
460,97,40,122,16,122,1,
461,97,97,244,8,244,1,
462,97,97,16,8,16,1,
463,97,64,8,4,8,1,
464,97,55,244,8,244,1,
465,98,44,122,4,122,1,
466,98,10,8,2,8,1,
467,98,98,8,2,8,1,
468,98,98,244,8,244,1,
469,98,98,32,8,32,1,
470,98,8,16,4,16,1,
471,98,98,256,64,256,1,
472,99,85,192,48,192,1,
473,100,52,8,4,8,1,
474,100,100,16,4,16,1,
475,100,100,4,2,4,1,
476,100,47,16,8,16,1,
477,100,42,32,8,32,1,
478,100,100,4,2,4,1,
479,100,22,122,16,122,1,
480,100,79,4,2,4,1,
,
Server,Capacity-CPU,Init-CPU,Final-CPU,Capacity-MEM,Init-MEM,Final-MEM,
1,78,2,0,512,110,20,
2,56,2,56,256,2,256,
3,112,48,36,768,88,2,
4,56,14,48,256,22,224,
5,112,16,0,768,8,18,
6,28,2,4,128,44,48,
7,56,4,0,256,26,18,
8,28,4,16,128,56,80,
9,28,4,0,128,32,16,
10,78,54,0,512,8,30,
11,112,22,0,768,318,26,
12,78,4,0,512,52,112,
13,78,12,10,512,60,60,
14,78,0,10,512,106,256,
15,28,12,10,128,6,2,
16,28,0,0,128,32,32,
17,28,12,10,128,6,2,
18,28,0,0,128,48,48,
19,28,4,4,128,40,48,
20,78,14,0,512,256,110,
21,56,10,56,256,58,256,
22,112,8,0,768,90,102,
23,112,4,0,768,178,12,
24,56,8,56,256,112,256,
25,112,18,2,768,252,130,
26,56,8,0,256,64,40,
27,78,30,46,512,34,384,
28,78,2,26,512,238,376,
29,28,0,28,128,20,128,
30,78,0,0,512,34,2,
31,78,4,0,512,58,68,
32,112,22,52,768,328,330,
33,28,12,28,128,6,128,
34,78,18,0,512,92,28,
35,28,4,0,128,56,48,
36,78,14,6,512,256,12,
37,78,62,50,512,24,0,
38,78,62,50,512,24,0,
39,78,16,0,512,70,214,
40,56,20,4,256,22,6,
41,56,36,0,256,12,54,
42,78,12,0,512,262,10,
43,78,14,0,512,52,224,
44,78,10,6,512,44,2,
45,78,14,0,512,264,52,
46,56,36,0,256,12,2,
47,78,0,0,512,116,84,
48,56,18,56,256,46,256,
49,112,0,0,768,320,320,
50,112,16,0,768,384,16,
51,112,0,0,768,320,320,
52,28,0,0,128,24,52,
53,28,2,0,128,24,32,
54,56,6,56,256,72,256,
55,112,30,72,768,16,4,
56,56,8,56,256,64,256,
57,78,6,0,512,278,18,
58,78,6,0,512,180,50,
59,112,72,4,768,142,0,
60,28,4,0,128,40,24,
61,56,48,42,256,12,0,
62,28,4,0,128,56,24,
63,56,18,20,256,2,6,
64,56,0,2,256,44,2,
65,78,2,54,512,202,146,
66,28,2,0,128,72,48,
67,78,10,6,512,52,12,
68,112,40,0,768,74,126,
69,78,14,0,512,328,76,
70,112,78,0,768,130,68,
71,78,8,0,512,156,2,
72,112,20,0,768,336,44,
73,112,4,112,768,146,768,
74,56,4,56,256,22,256,
75,112,16,4,768,252,0,
76,112,18,16,768,358,384,
77,28,4,0,128,60,16,
78,56,22,32,256,42,4,
79,56,10,14,256,30,2,
80,56,26,0,256,46,64,
81,56,44,48,256,0,12,
82,28,12,0,128,6,24,
83,28,12,10,128,6,2,
84,78,14,0,512,256,40,
85,112,16,16,768,384,384,
86,112,18,0,768,370,130,
87,56,4,0,256,152,48,
88,112,48,32,768,88,24,
89,112,22,112,768,272,768,
90,56,12,0,256,46,6,
91,56,48,56,256,12,256,
92,28,22,28,128,2,128,
93,78,2,0,512,220,102,
94,78,2,10,512,238,254,
95,78,10,14,512,240,256,
96,78,16,0,512,72,220,
97,112,68,0,768,134,124,
98,112,20,0,768,82,66,
99,56,8,56,256,64,256,
100,56,10,0,256,50,14,
,
,
TREE DATA,
CLASSES:,0.0-0.8,1.0-1.0,
